Block,gen[B],kill[B],in[B],out[B]
B0,"{'D1', 'D2'}","{'D24', 'D3'}",{},"{'D1', 'D2'}"
B1,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B2,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B3,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B4,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B5,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B6,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B7,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B8,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B9,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D2', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D9', 'D22', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B10,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D2', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D9', 'D22', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}"
B11,{'D3'},{'D2'},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D2', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B12,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B13,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B14,{'D4'},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D9', 'D22', 'D30', 'D26', 'D23'}","{'D24', 'D4', 'D17', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B15,{},{},"{'D24', 'D4', 'D17', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D4', 'D17', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B16,{},{},"{'D24', 'D4', 'D17', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D4', 'D17', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B17,{'D5'},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D9', 'D22', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B18,"{'D6', 'D7'}","{'D8', 'D9'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D9', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B19,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B20,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B21,{'D8'},{'D6'},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B22,{'D9'},{'D7'},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D25', 'D19', 'D1', 'D16', 'D31', 'D9', 'D15', 'D27', 'D22', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B23,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D18', 'D8', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B24,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B25,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B26,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B27,{'D10'},"{'D23', 'D11'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26'}"
B28,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D18', 'D8', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B29,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D18', 'D8', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B30,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D18', 'D8', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B31,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D18', 'D8', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B32,"{'D23', 'D12'}","{'D10', 'D11'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D12', 'D5', 'D26', 'D23'}"
B33,{},{},"{'D24', 'D17', 'D4', 'D3', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D12', 'D5', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D12', 'D5', 'D26', 'D23'}"
B34,{},{},"{'D24', 'D17', 'D4', 'D3', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D12', 'D5', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D12', 'D5', 'D26', 'D23'}"
B35,{},{},"{'D24', 'D17', 'D3', 'D7', 'D21', 'D18', 'D8', 'D25', 'D16', 'D31', 'D27', 'D12', 'D5', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D12', 'D5', 'D26', 'D23'}"
B36,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D18', 'D8', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B37,{'D16'},"{'D18', 'D14', 'D13'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B38,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B39,{},{},"{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B40,{'D18'},"{'D16', 'D14', 'D13'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D18', 'D8', 'D20', 'D6', 'D25', 'D19', 'D1', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B41,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
B42,{},{},"{'D24', 'D17', 'D3', 'D10', 'D7', 'D21', 'D8', 'D18', 'D25', 'D16', 'D31', 'D27', 'D5', 'D12', 'D4', 'D29', 'D28', 'D20', 'D6', 'D19', 'D1', 'D15', 'D22', 'D9', 'D30', 'D26', 'D23'}","{'D24', 'D17', 'D4', 'D3', 'D10', 'D7', 'D21', 'D29', 'D28', 'D8', 'D18', 'D20', 'D6', 'D25', 'D19', 'D1', 'D16', 'D31', 'D15', 'D27', 'D22', 'D9', 'D30', 'D5', 'D12', 'D26', 'D23'}"
